Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Joseph Aidoo,Celta Vigo,D(C),26,2324,2,0,4,0,0.4,85.5,1.7,1,6.71
Youssouf Sabaly,Real Betis,"D(LR),M(R)",14,1275,0,1,1,0,0.4,84.1,0.3,0,6.71
Mario Lemina,Nice,DMC,11,844,0,0,1,1,0.4,90.0,0.4,0,6.71
Evan Ndicka,Eintracht Frankfurt,D(CL),24,2153,1,0,4,0,0.6,85.9,2.8,1,6.71
Elye Wahi,Montpellier,"AM(L),FW",21,1842,12,1,5,1,1.8,69.4,0.6,2,6.71
Moi Gómez,Osasuna,M(CLR),25,2120,1,2,4,0,0.5,88.6,0.2,0,6.71
Aleksey Miranchuk,Torino,"M(CR),FW",18,1521,4,4,0,0,1.4,82.3,0.3,0,6.71
Arnaud Kalimuendo,Rennes,FW,18,1378,7,2,0,0,1.5,83.7,0.5,1,6.71
Lewis Ferguson,Bologna,M(C),18,1546,4,0,4,0,1.4,83.9,0.9,2,6.71
Youssoufa Moukoko,Borussia Dortmund,FW,11,949,6,3,0,0,1.6,72.3,0.3,1,6.71
Ko Itakura,Borussia M.Gladbach,"D(C),DMC",15,1315,0,2,0,1,0.6,91.6,2.0,0,6.71
John McGinn,Aston Villa,M(CR),19,1708,0,2,5,0,1.2,80.4,0.7,1,6.71
Lucas Chevalier,Lille,GK,22,1980,0,0,1,0,0.0,75.3,0.1,0,6.71
Patrick Ciurria,Monza,M(CR),20,1788,4,4,2,0,1.4,82.2,0.3,2,6.71
Niklas Süle,Borussia Dortmund,D(CR),16,1421,1,3,1,0,0.9,90.5,1.0,0,6.71
Fabián Ruiz,PSG,M(CL),16,1330,1,1,0,0,0.8,91.5,0.2,0,6.7
Thijs Dallinga,Toulouse,FW,21,1665,10,1,4,0,1.5,68.2,1.6,1,6.7
Montassar Talbi,Lorient,D(C),28,2520,1,1,0,0,0.3,89.9,2.1,0,6.7
Amadou Onana,Everton,DMC,24,2072,1,1,7,0,1.0,83.4,2.0,0,6.7
Jordan Pickford,Everton,GK,27,2430,0,1,5,0,0.0,53.5,0.2,2,6.7
Faitout Maouassa,Montpellier,"D(L),M(LR)",19,1564,3,5,0,0,1.0,69.0,0.4,0,6.7
Djibril Sow,Eintracht Frankfurt,M(C),22,1956,3,0,6,0,0.8,85.8,0.8,0,6.7
Nicolás González,Fiorentina,"M(CLR),FW",9,905,4,1,3,0,2.1,68.5,2.4,1,6.7
Julien Laporte,Lorient,D(C),18,1543,0,0,1,0,0.3,85.1,1.7,0,6.7
Lorenzo Montipò,Verona,GK,26,2340,0,0,0,0,0.0,59.4,0.1,0,6.7
Riccardo Orsolini,Bologna,"M(CR),FW",16,1529,7,3,4,1,2.7,67.9,0.5,3,6.7
Micky van de Ven,Wolfsburg,D(CL),25,2250,1,1,4,0,0.5,87.9,1.2,1,6.7
Lukasz Fabianski,West Ham,GK,24,2034,0,0,0,0,0.0,58.1,0.5,0,6.7
Rodrigo De Paul,Atletico,"AM(CLR),FW",14,1121,1,3,4,0,0.5,84.9,0.3,2,6.7
Leonardo Balerdi,Marseille,D(C),24,2067,0,1,5,1,0.1,84.7,1.7,0,6.7
Maya Yoshida,Schalke,D(CR),25,2239,0,0,3,0,0.2,76.8,2.6,0,6.7
Leandro Barreiro,Mainz,DMC,17,1500,2,3,4,0,1.0,69.1,1.1,1,6.7
Mikel Vesga,Athletic Bilbao,DMC,20,1825,3,2,4,0,0.8,83.5,1.9,0,6.7
Darko Lazovic,Verona,M(CLR),22,1805,3,4,0,0,1.6,70.0,0.2,2,6.7
Nathan Aké,Man City,"D(CL),DMC",17,1512,0,0,2,0,0.3,90.9,1.5,0,6.7
Eray Cömert,Valencia,D(C),17,1528,1,0,4,1,0.5,87.2,2.1,0,6.7
Rui Silva,Real Betis,GK,20,1800,0,0,2,0,0.0,63.5,0.2,1,6.7
El Bilal Touré,Almeria,FW,14,1180,6,2,0,0,1.4,71.3,2.2,2,6.7
Rade Krunic,AC Milan,M(CL),11,1010,0,1,5,0,0.5,82.8,1.0,0,6.7
Álex Remiro,Real Sociedad,GK,26,2340,0,0,1,0,0.0,69.7,0.2,0,6.7
Dominic Solanke,Bournemouth,FW,21,1886,3,4,1,0,2.1,69.0,1.7,1,6.7
Kevin Akpoguma,Hoffenheim,"D(CR),M(R)",14,1380,0,0,8,0,0.3,78.1,2.1,0,6.7
Sofiane Diop,Nice,AM(CLR),12,1010,1,4,1,0,1.1,83.0,0.3,1,6.7
Deiver Machado,Lens,M(L),19,1703,3,1,4,1,0.5,85.4,0.5,2,6.7
Igor Zubeldia,Real Sociedad,"D(C),DMC",19,1709,1,1,4,0,0.2,86.6,2.0,1,6.7
Flavien Tait,Rennes,M(CLR),16,1431,2,2,2,0,0.8,85.5,0.2,1,6.7
Patric,Lazio,"D(CR),M(R)",12,1076,0,0,1,0,0.1,88.4,0.4,1,6.69
Hamza Sakhi,Auxerre,AM(C),18,1592,1,2,1,0,1.2,86.4,0.3,2,6.69
Giacomo Bonaventura,Fiorentina,M(CLR),18,1561,3,0,4,0,1.9,85.9,0.5,2,6.69
Dani Ceballos,Real Madrid,M(CL),10,819,0,1,4,0,0.4,91.6,0.1,0,6.69
Sinaly Diomandé,Lyon,D(C),15,1302,0,0,0,1,0.4,85.3,2.5,0,6.69
Yannick Carrasco,Atletico,"D(L),M(CLR),FW",15,1411,3,0,1,0,1.8,83.5,0.2,0,6.69
Joe Gomez,Liverpool,D(CLR),13,1281,0,0,3,0,0.2,86.3,2.2,0,6.69
Tiago Djaló,Lille,D(CLR),24,2022,2,0,7,0,0.6,93.1,1.1,1,6.69
Johan Gastien,Clermont Foot,DMC,19,1707,2,2,6,0,0.6,83.8,0.4,1,6.69
Wladimiro Falcone,Lecce,GK,27,2430,0,0,1,0,0.0,44.8,0.4,2,6.69
Angel Gomes,Lille,"M(CL),FW",26,2132,2,4,5,0,1.3,87.5,0.2,1,6.69
Jordan Siebatcheu,Union Berlin,FW,15,1166,4,3,3,0,1.3,52.7,3.9,2,6.69
Nehuén Pérez,Udinese,D(C),24,2030,1,0,5,1,0.5,86.6,1.0,1,6.69
Emiliano Buendía,Aston Villa,M(CLR),18,1641,5,0,0,0,1.3,81.3,0.6,1,6.69
Fernando Martínez,Almeria,GK,25,2206,0,0,2,0,0.0,67.1,0.0,1,6.69
Koke,Atletico,M(CLR),19,1614,0,3,4,0,0.5,88.1,0.4,0,6.69
Matteo Politano,Napoli,"AM(CLR),FW",12,973,3,3,1,0,1.2,80.8,0.1,0,6.69
Alejandro Catena,Rayo Vallecano,D(C),24,2160,1,1,8,1,0.4,83.1,2.4,0,6.69
Nabil Fekir,Real Betis,"AM(CLR),FW",12,970,2,2,5,1,1.7,84.7,0.5,0,6.69
Cheick Doucouré,Crystal Palace,DMC,25,2035,0,2,9,1,1.0,82.6,0.6,0,6.69
Razvan Marin,Empoli,M(C),20,1843,2,2,6,0,1.0,85.3,0.4,1,6.69
Josko Gvardiol,RBL,D(CL),18,1665,1,0,1,0,0.4,89.6,1.3,0,6.69
Kyle Walker-Peters,Southampton,"D(LR),M(R)",20,1753,1,0,2,0,0.4,77.0,0.7,1,6.69
Marc Cucurella,Chelsea,"D(CL),M(L)",18,1441,0,2,3,0,0.3,85.9,0.6,0,6.69
Janis Blaswich,RBL,GK,18,1620,0,0,0,0,0.0,87.7,0.5,1,6.69
Raúl Albiol,Villarreal,D(C),23,2016,0,0,6,0,0.1,88.8,1.7,0,6.69
Tom Krauß,Schalke,DMC,25,2057,1,0,4,0,0.8,74.7,0.9,0,6.69
Santi Comesaña,Rayo Vallecano,M(C),18,1561,1,0,4,0,0.7,85.1,0.7,0,6.68
Andy Delort,Nice,"AM(R),FW",9,781,6,1,0,0,1.9,64.8,2.0,0,6.68
Chris Führich,Stuttgart,"M(CLR),FW",17,1510,4,0,2,0,1.5,80.8,0.0,0,6.68
Marco Friedl,Werder Bremen,"D(CL),M(L)",21,1787,0,0,6,1,0.1,83.7,1.3,0,6.68
Thiago Mendes,Lyon,"D(CR),M(CR)",18,1616,1,1,2,0,0.5,86.2,1.3,0,6.68
Henrikh Mkhitaryan,Inter,"M(CLR),FW",18,1552,3,1,3,0,1.0,88.4,0.3,1,6.68
Omar Marmoush,Wolfsburg,"AM(L),FW",12,1181,5,1,2,0,1.6,68.8,1.5,1,6.68
Jubal,Auxerre,D(C),25,2316,2,1,4,0,0.4,83.1,1.9,2,6.68
Óscar Trejo,Rayo Vallecano,"M(CLR),FW",21,1604,3,4,8,0,0.7,82.9,0.3,1,6.68
Danny Welbeck,Brighton,"AM(CLR),FW",14,1260,2,2,0,0,1.9,84.1,1.3,1,6.68
Gonzalo Plata,Real Valladolid,AM(R),15,1418,0,4,0,0,1.0,78.3,0.5,0,6.68
Ivan Perisic,Tottenham,"M(CLR),FW",17,1579,1,5,4,0,0.8,71.9,0.9,1,6.68
Martín Zubimendi,Real Sociedad,DMC,24,2141,1,2,9,0,0.3,84.4,1.9,1,6.68
Anthony Rouault,Toulouse,D(C),28,2513,2,0,2,0,0.5,86.3,2.6,2,6.68
Oihan Sancet,Athletic Bilbao,"M(C),FW",23,1766,8,0,2,1,1.6,84.4,0.7,1,6.68
Alassane Plea,Borussia M.Gladbach,"AM(CLR),FW",16,1399,2,8,4,0,1.2,71.2,0.5,2,6.68
Mario Götze,Eintracht Frankfurt,"M(CLR),FW",24,2048,2,1,4,0,0.8,78.3,0.0,0,6.68
Brahim Díaz,AC Milan,AM(CLR),19,1324,4,3,2,0,1.0,82.2,0.1,0,6.68
Antonio Sanabria,Torino,FW,17,1541,7,2,4,0,2.0,76.6,2.0,2,6.68
Thierry Correia,Valencia,"D(R),M(R)",18,1545,0,0,3,0,0.3,79.1,1.0,0,6.68
Jonas Omlin,Montpellier,GK,14,1168,0,0,1,1,0.0,65.1,0.2,0,6.68
Samuel Umtiti,Lecce,D(CL),14,1215,0,0,5,0,0.3,83.0,1.7,0,6.68
Nick Pope,Newcastle,GK,26,2272,0,0,3,1,0.0,57.7,0.1,1,6.68
Óscar Valentín,Rayo Vallecano,DMC,19,1675,0,0,7,0,0.4,82.0,0.9,0,6.68
Kevin Behrens,Union Berlin,FW,9,943,5,1,3,0,0.6,63.2,4.4,3,6.68
Farès Chaïbi,Toulouse,AM(L),18,1725,4,4,2,0,1.7,77.0,1.0,0,6.68
Bartlomiej Dragowski,Spezia,GK,25,2138,0,0,1,0,0.0,63.5,0.3,6,6.67
Oliver Baumann,Hoffenheim,GK,25,2250,0,0,1,0,0.0,76.9,0.5,1,6.67
Aaron Ramsdale,Arsenal,GK,28,2520,0,0,0,0,0.0,63.7,0.2,1,6.67
Manuel Riemann,Bochum,GK,25,2250,0,0,1,0,0.0,58.8,0.3,2,6.67
Maxence Lacroix,Wolfsburg,D(C),14,1302,1,0,0,0,0.2,86.7,2.1,1,6.67
Jacob Ramsey,Aston Villa,AM(CLR),20,1686,3,2,4,0,0.7,84.2,0.5,1,6.67
Mario Hermoso,Atletico,D(CL),12,1073,2,0,1,2,0.6,85.9,1.4,0,6.67
Nikola Vlasic,Torino,"AM(CLR),FW",21,1931,4,2,1,0,1.9,82.2,0.9,0,6.67
Vitaly Janelt,Brentford,DMC,17,1586,3,1,1,0,0.4,79.3,1.0,1,6.67
Oriol Romeu,Girona,DMC,22,1965,1,0,6,0,0.8,86.4,1.2,0,6.67
Issa Diop,Fulham,D(C),15,1413,1,0,2,0,0.2,85.5,1.3,0,6.67
Matteo Darmian,Inter,"D(CLR),M(LR)",18,1450,1,2,3,0,0.3,85.9,0.3,0,6.67
Jan Oblak,Atletico,GK,24,2133,0,0,1,0,0.0,62.1,0.1,1,6.67
Moses Simon,Nantes,"M(CLR),FW",22,1828,5,3,3,0,1.1,73.2,0.3,1,6.67
Zakaria Aboukhlal,Toulouse,AM(LR),23,2001,6,5,3,0,2.2,73.7,0.3,1,6.67
Hans Hateboer,Atalanta,"D(R),M(R)",17,1402,1,1,7,0,0.7,81.7,1.4,1,6.67
Merih Demiral,Atalanta,D(C),14,1437,1,0,5,0,0.3,85.7,2.2,1,6.67
Aaron Cresswell,West Ham,"D(CL),M(L)",17,1579,0,0,2,0,0.4,83.2,1.4,0,6.67
Ainsley Maitland-Niles,Southampton,"D(LR),M(CLR)",9,960,0,0,3,0,0.1,80.5,0.7,0,6.67
Lorenzo Pirola,Salernitana,D(C),12,1082,1,0,3,0,0.4,80.8,2.1,2,6.67
Dominik Kohr,Mainz,DMC,19,1602,2,0,6,0,1.1,72.5,1.1,0,6.67
Rasmus Højlund,Atalanta,FW,14,1281,7,1,1,0,1.5,74.8,1.0,2,6.67
Denzel Dumfries,Inter,"D(R),M(R)",18,1566,1,3,4,0,1.1,78.5,1.3,0,6.67
Thomas Lemar,Atletico,AM(CLR),11,850,1,2,0,0,0.5,89.1,0.2,0,6.67
Edgar Badia,Elche,GK,26,2340,0,0,2,0,0.0,64.1,0.2,2,6.67
Hiroki Ito,Stuttgart,D(C),22,1933,0,1,4,0,0.6,83.3,1.0,0,6.66
Janik Haberer,Union Berlin,"M(CLR),FW",21,1530,5,1,0,0,1.0,71.7,1.3,1,6.66
Norbert Gyömbér,Salernitana,"D(CR),DMC",15,1159,0,0,3,0,0.1,84.7,1.4,0,6.66
Nemanja Gudelj,Sevilla,"D(C),M(C)",22,1964,3,0,6,0,1.4,92.1,1.3,2,6.66
Arthur Theate,Rennes,D(C),27,2423,2,0,3,0,0.6,90.5,2.1,1,6.66
Gonzalo Melero,Almeria,"M(C),FW",14,1140,3,3,3,0,1.1,88.1,0.6,0,6.66
Adrián Embarba,Almeria,"AM(CLR),FW",12,973,1,3,3,1,1.3,73.4,0.3,1,6.66
Patrik Schick,Leverkusen,"AM(R),FW",10,941,3,1,0,0,2.4,69.8,2.1,0,6.66
Joël Veltman,Brighton,"D(CR),M(R)",18,1720,1,1,2,0,0.4,85.3,0.8,0,6.66
Walace,Udinese,DMC,27,2356,0,0,5,0,1.0,83.6,0.7,0,6.66
Sergio Camello,Rayo Vallecano,FW,22,1842,5,4,1,0,2.0,79.2,0.8,1,6.66
Eljif Elmas,Napoli,M(CLR),7,1007,6,2,3,0,0.8,85.4,0.0,1,6.66
Hugo Lloris,Tottenham,GK,21,1890,0,0,0,0,0.0,75.8,0.3,0,6.66
Fabinho,Liverpool,"D(CR),DMC",19,1687,0,0,6,0,0.4,88.0,0.8,0,6.66
Kurt Zouma,West Ham,D(CR),16,1386,1,0,0,0,0.7,86.8,2.4,1,6.66
Marco Bizot,Brest,GK,27,2430,0,0,4,0,0.0,66.8,0.2,1,6.66
Wilfried Singo,Torino,M(R),15,1392,2,1,3,0,1.0,76.0,1.7,0,6.66
Christian Günter,Freiburg,"D(L),M(L)",24,2126,0,3,5,0,0.9,76.3,0.4,0,6.66
Illan Meslier,Leeds,GK,27,2430,0,0,3,0,0.0,54.9,0.3,3,6.66
Milan Djuric,Verona,FW,8,760,1,0,3,0,0.4,53.7,6.6,1,6.65
Marco Asensio,Real Madrid,"AM(CLR),FW",7,694,5,3,1,0,1.5,90.0,0.2,1,6.65
Angeliño,Hoffenheim,"D(L),M(L)",21,1892,0,6,2,0,0.7,68.0,0.5,1,6.65
Christian Eriksen,Man Utd,"M(CLR),FW",18,1499,1,7,3,0,1.2,82.7,0.4,1,6.65
Rico Henry,Brentford,"D(L),M(L)",26,2319,0,2,0,0,0.7,73.5,1.1,0,6.65
Vincent Le Goff,Lorient,"D(L),M(L)",27,2430,0,0,1,0,0.6,83.1,0.8,0,6.65
Fran García,Rayo Vallecano,D(L),26,2329,0,2,1,0,0.8,82.2,0.2,0,6.65
Mounaïm El Idrissy,AC Ajaccio,FW,23,1938,5,0,8,0,1.8,68.7,3.7,2,6.65
Robin Zentner,Mainz,GK,19,1710,0,0,1,0,0.0,50.3,0.7,0,6.65
Yvon Mvogo,Lorient,GK,14,1183,0,0,0,0,0.0,69.6,0.2,0,6.65
Saïd Benrahma,West Ham,AM(CLR),15,1430,4,3,0,0,2.2,83.0,0.1,0,6.65
Marcel Sabitzer,Bayern,"M(CLR),FW",7,627,1,1,2,0,1.0,87.7,0.5,0,6.65
Kevin Gameiro,Strasbourg,FW,22,1875,7,0,0,1,1.5,79.9,0.5,1,6.65
Boubacar Kamara,Aston Villa,"D(CL),DMC",18,1527,0,1,3,0,0.2,85.0,1.1,0,6.65
David Raum,RBL,"D(L),M(LR)",16,1386,0,2,4,0,0.5,80.3,0.5,0,6.65
Tyrone Mings,Aston Villa,D(CL),24,2160,0,2,4,0,0.1,85.2,1.8,1,6.65
Issiaga Sylla,Toulouse,"D(LR),M(L)",16,1376,0,0,3,0,0.5,78.8,0.7,1,6.65
Christopher Lenz,Eintracht Frankfurt,"D(L),M(L)",6,747,0,2,0,0,0.5,81.3,0.5,0,6.65
Justin Kluivert,Valencia,AM(LR),9,959,4,0,2,0,1.4,76.5,0.3,2,6.65
Robert Skov,Hoffenheim,"D(L),M(LR)",16,1239,3,2,1,0,2.1,71.9,0.6,1,6.65
Maximilian Kilman,Wolves,D(C),28,2520,0,0,3,0,0.3,82.9,2.2,1,6.65
Brian Oliván,Espanyol,D(CL),23,1922,1,5,6,0,0.5,69.3,0.6,0,6.65
Jorginho,Chelsea,DMC,15,1282,2,0,4,0,0.3,85.2,0.4,0,6.65
Martin Braithwaite,Espanyol,"AM(CLR),FW",21,1734,8,1,3,1,2.0,65.3,1.8,2,6.65
Nicolas Pallois,Nantes,D(C),19,1620,0,0,1,1,0.3,83.9,1.3,1,6.65
Ché Adams,Southampton,"AM(CL),FW",22,1880,5,3,1,0,1.7,67.1,2.3,1,6.65
Zeki Çelik,Roma,"D(R),M(R)",10,1011,0,0,5,0,0.3,76.0,0.6,0,6.65
Luiz Henrique,Real Betis,AM(LR),15,1309,1,1,5,0,1.5,77.6,0.8,2,6.65
Ben Davies,Tottenham,"D(CL),M(L)",21,1832,2,2,3,0,0.6,84.4,2.1,0,6.65
Geoffrey Kondogbia,Atletico,"D(C),DMC",10,960,0,2,4,0,0.7,89.2,0.8,0,6.65
Vitinha,PSG,M(C),21,1752,0,1,2,0,0.8,92.2,0.2,0,6.65
Chimy Avila,Osasuna,"AM(LR),FW",20,1480,7,2,7,1,2.3,58.7,1.4,3,6.64
Nico Elvedi,Borussia M.Gladbach,D(CLR),23,2026,3,0,1,0,0.6,92.6,1.9,1,6.64
Jackson Porozo,Troyes,D(C),16,1472,2,0,3,0,1.0,82.1,2.3,1,6.64
Arnau Martinez,Girona,D(R),21,1760,2,2,8,0,0.7,80.9,1.1,0,6.64
Jhon Lucumí,Bologna,D(C),23,2002,0,1,6,0,0.4,87.9,1.3,0,6.64
Tuta,Eintracht Frankfurt,D(C),24,2151,1,0,5,0,0.4,80.6,1.5,0,6.64
Castello Lukeba,Lyon,D(C),24,2176,1,0,5,0,0.3,90.4,1.0,0,6.64
André Gomes,Lille,M(CLR),13,1209,1,2,5,0,0.6,87.3,0.6,0,6.64
Pedro,Lazio,"M(CLR),FW",13,1453,3,2,1,0,1.2,83.3,0.0,1,6.64
Silas Katompa Mvumpa,Stuttgart,"M(LR),FW",19,1571,4,2,3,0,1.5,77.7,0.8,2,6.64
Óscar De Marcos,Athletic Bilbao,"D(LR),M(CR)",23,1977,0,5,4,0,0.0,78.8,0.6,0,6.64
Lucas Torró,Osasuna,DMC,24,1912,0,0,9,0,0.9,82.0,2.1,0,6.64
Éderson,Atalanta,M(C),16,1453,1,0,3,0,1.0,81.7,0.5,0,6.64
Javi Sánchez,Real Valladolid,D(C),21,1779,1,0,10,0,0.4,82.8,1.5,0,6.64
Johann Lepenant,Lyon,DMC,17,1576,1,1,3,0,0.7,89.6,0.6,0,6.64
Sandi Lovric,Udinese,AM(C),17,1465,3,3,4,0,1.8,83.7,0.2,0,6.64
Emil Holm,Spezia,M(R),17,1398,1,1,4,0,0.8,61.4,3.3,1,6.64
Manuel Akanji,Man City,D(CR),17,1631,0,1,2,0,0.7,93.5,0.8,0,6.64
Alfonso Espino,Cadiz,D(L),24,2133,0,3,6,0,0.6,65.3,0.9,0,6.64
Berat Djimsiti,Atalanta,D(C),10,935,0,0,2,0,0.2,86.3,1.8,0,6.64
Alessandro Buongiorno,Torino,D(C),19,1744,0,1,8,0,0.7,83.6,2.7,0,6.63
Giorgio Scalvini,Atalanta,D(C),18,1485,2,0,6,0,0.5,80.4,1.3,0,6.63
Perr Schuurs,Torino,D(C),20,1632,0,2,4,0,0.4,87.2,2.0,0,6.63
David de Gea,Man Utd,GK,26,2340,0,0,0,0,0.0,68.8,0.1,1,6.63
Jefferson Lerma,Bournemouth,"D(R),DMC",26,2281,3,0,4,0,0.8,81.7,1.9,0,6.63
Karim Adeyemi,Borussia Dortmund,"AM(R),FW",12,806,3,2,5,0,1.3,77.2,0.4,0,6.63
Sean Longstaff,Newcastle,DMC,22,2015,1,3,2,0,0.9,81.3,0.8,0,6.63
Martin Erlic,Sassuolo,D(C),19,1700,0,0,2,0,0.1,86.2,1.5,0,6.63
Íñigo Ruíz de Galarreta,Mallorca,DMC,20,1750,0,0,7,0,0.4,85.3,0.5,0,6.63
Ferland Mendy,Real Madrid,"D(L),M(L)",14,1162,0,1,2,0,0.1,92.2,0.5,0,6.63
Idrissa Gueye,Everton,M(C),22,1804,0,1,4,0,0.2,85.7,0.8,0,6.63
Kerem Demirbay,Leverkusen,M(C),13,1171,3,3,3,0,1.4,81.0,0.4,1,6.63
Giorgi Mamardashvili,Valencia,GK,26,2340,0,0,2,0,0.0,65.7,0.2,1,6.63
Mattéo Guendouzi,Marseille,M(C),20,1718,1,3,3,0,0.9,88.5,0.8,0,6.63
Demarai Gray,Everton,"AM(CLR),FW",22,2026,4,1,2,0,1.8,81.1,0.3,1,6.63
Marius Bülter,Schalke,"D(R),M(CLR),FW",22,1926,7,1,4,0,1.8,65.2,1.4,0,6.63
Rani Khedira,Union Berlin,"D(C),DMC",24,2077,1,0,7,0,0.8,75.7,1.3,0,6.63
David Costa,Lens,AM(CL),16,1353,1,3,2,0,1.0,85.8,0.1,0,6.63
Edimilson Fernandes,Mainz,"D(C),M(CR)",19,1690,0,2,3,0,0.4,74.6,1.2,0,6.63
Cédric Brunner,Schalke,D(CR),21,1769,0,0,3,0,0.3,70.2,1.6,0,6.63
Predrag Rajkovic,Mallorca,GK,26,2340,0,0,3,0,0.0,57.1,0.0,1,6.62
Harvey Barnes,Leicester,AM(CL),24,2042,9,1,2,0,2.2,72.3,1.0,0,6.62
Nahuel Molina,Atletico,"D(R),M(R)",21,1827,0,1,5,1,0.5,78.5,0.7,0,6.62
Steffen Tigges,FC Koln,FW,16,1329,5,1,0,0,1.0,59.2,2.4,2,6.62
Jawad El Yamiq,Real Valladolid,D(C),11,968,0,0,0,1,0.6,82.9,1.8,0,6.62
Íñigo Lekue,Athletic Bilbao,"D(LR),M(LR)",13,1255,0,1,1,0,0.5,81.2,0.9,0,6.62
Lucas Boyé,Elche,"AM(L),FW",20,1700,3,2,5,1,1.9,79.8,1.2,1,6.62
Stephan El Shaarawy,Roma,"M(CLR),FW",7,922,3,1,2,0,1.1,80.9,0.5,0,6.62
Wilfried Gnonto,Leeds,AM(L),12,1067,2,3,4,0,1.1,76.0,0.3,1,6.62
Jakub Kiwior,Spezia,"D(C),DMC",17,1447,0,0,3,0,0.6,85.3,1.3,0,6.62
Niko Gießelmann,Union Berlin,"D(CL),M(L)",13,1185,0,2,4,0,0.9,70.2,1.1,0,6.62
Leonardo Spinazzola,Roma,"D(LR),M(L)",14,1215,1,3,1,0,0.4,76.3,0.4,2,6.62
Mathias Autret,Auxerre,M(CLR),16,1272,2,2,0,0,1.2,81.4,0.3,0,6.62
Leon Bailey,Aston Villa,"M(CLR),FW",21,1622,4,3,4,0,1.7,69.6,0.8,2,6.62
Jordan Ayew,Crystal Palace,"AM(CLR),FW",22,1882,1,1,3,0,0.5,79.1,1.4,1,6.62
Anthony Jung,Werder Bremen,"D(CL),M(L)",24,1969,2,4,1,0,0.6,77.5,0.9,0,6.62
Luke Ayling,Leeds,"D(CR),M(R)",13,1239,1,1,2,0,0.8,68.7,1.6,0,6.62
Sergio Escudero,Real Valladolid,"D(L),M(L)",12,957,0,0,3,0,1.0,73.7,1.0,1,6.62
Bafodé Diakité,Lille,D(CR),22,1965,2,0,5,0,0.5,88.3,1.2,0,6.62
Marco Richter,Hertha Berlin,"M(CLR),FW",15,1333,4,3,5,0,1.8,66.5,0.4,1,6.61
Anthony Gordon,Everton,AM(LR),12,1097,3,0,6,0,1.6,75.1,0.6,2,6.61
Séamus Coleman,Everton,"D(CR),M(R)",17,1455,1,0,1,0,0.3,75.8,0.8,1,6.61
Alexis Blin,Lecce,DMC,17,1609,1,0,4,0,0.4,82.1,1.3,1,6.61
Etienne Capoue,Villarreal,"D(C),M(CL)",17,1470,0,0,1,0,0.8,88.1,1.1,0,6.61
Xavier Chavalerin,Troyes,"DMC,M(L)",19,1828,2,2,3,0,0.8,84.2,0.5,0,6.61
Anthony Lopes,Lyon,GK,22,1917,0,0,1,1,0.0,74.3,0.0,0,6.61
Joaquín Fernández,Real Valladolid,"D(C),DMC",16,1512,1,0,3,0,0.4,82.6,2.0,1,6.61
Adam Hlozek,Leverkusen,"AM(CL),FW",13,1028,4,3,2,0,1.2,75.4,0.9,2,6.61
Mostafa Mohamed,Nantes,FW,14,1429,6,2,0,0,1.4,61.2,2.1,0,6.61
Mouctar Diakhaby,Valencia,D(C),17,1459,2,0,4,1,0.6,83.6,1.1,1,6.61
Emil Forsberg,RBL,"AM(CLR),FW",11,1099,6,3,2,0,0.9,83.4,0.5,0,6.61
Jérémy Doku,Rennes,AM(LR),5,593,1,0,0,0,0.7,83.8,0.1,1,6.61
Óliver Torres,Sevilla,M(CLR),22,1700,3,1,1,0,0.7,81.7,0.2,2,6.61
Ricardo Rodríguez,Torino,"D(CL),M(L)",19,1774,0,0,1,0,0.3,84.6,1.0,0,6.61
Lassana Coulibaly,Salernitana,M(CL),24,2062,2,2,8,0,0.4,84.2,0.9,1,6.61
Juan Musso,Atalanta,GK,21,1808,0,0,1,0,0.0,68.6,0.0,0,6.6
David Alaba,Real Madrid,"D(CL),M(CL)",17,1546,1,3,3,0,0.6,89.4,0.4,0,6.6
Dani Rodríguez,Mallorca,AM(CLR),20,1557,3,3,7,0,0.8,82.2,0.4,2,6.6
Matheus Henrique,Sassuolo,M(C),12,1196,2,0,2,0,0.8,85.9,0.5,0,6.6
Ashley Young,Aston Villa,"D(LR),M(LR)",14,1277,1,0,3,0,0.4,75.9,0.5,0,6.6
Ruben Loftus-Cheek,Chelsea,M(CLR),16,1265,0,0,1,0,0.5,87.1,1.1,0,6.6
Mohamed Youssouf,AC Ajaccio,D(R),21,1905,0,0,5,0,0.1,74.5,1.7,0,6.6
Matías Vecino,Lazio,M(C),12,1256,2,0,5,0,0.8,84.1,1.0,1,6.6
Óscar Plano,Real Valladolid,"AM(CLR),FW",19,1749,1,1,3,0,1.0,75.9,1.1,0,6.6
Luis Milla,Getafe,DMC,16,1369,0,0,3,1,0.3,83.2,0.6,0,6.6
Jérémy Le Douaron,Brest,"AM(L),FW",14,1296,6,2,1,0,1.6,72.5,2.1,2,6.6
Rogerio,Sassuolo,"D(L),M(L)",24,2097,0,2,5,0,0.4,80.5,0.7,2,6.6
Bobby De Cordova-Reid,Fulham,"D(R),M(CLR),FW",25,2072,4,1,7,0,1.0,72.4,0.4,0,6.6
Maximilian Eggestein,Freiburg,M(CR),20,1836,1,2,4,0,0.3,77.3,1.7,0,6.6
Wout Faes,Leicester,D(C),20,1797,0,0,3,1,0.3,86.3,2.0,0,6.6
